suite,build,renderer,source_commit,xemu_sha256,runs,status,records,vuid_count,failed_leaf,wall_seconds
expanded-153,candidate,VULKAN,021bc7293ab534c10d311761ca975985ab50a48c,431d42576e31ec2a8d21ba31feed4ccce283b57c4d515b9801b8e8c32ef40f43,1,KNOWN_PARENT_FAILURE,0,6,TextureCubemapFallback::BorderedCubemapMipDxt1/Dxt3/Dxt5,
expanded-153,candidate,OPENGL,021bc7293ab534c10d311761ca975985ab50a48c,431d42576e31ec2a8d21ba31feed4ccce283b57c4d515b9801b8e8c32ef40f43,1,PASS_WITH_KNOWN_PARENT_FAILURE,153,,TextureCubemapFallback::BorderedCubemapMipDxt1; TextureCubemapFallback::BorderedCubemapMipDxt3; TextureCubemapFallback::BorderedCubemapMipDxt5; TextureCubemapFallback::UnborderedSubblockDxt1,
matched-147,baseline,VULKAN,208e4596832a1f949bd63822d5ddd962c4575067,6c41b50acb94fc71442ae6f217c8c236ffcc3fda12ce81e7553cb391b1fd2527,1,complete,147,0,,141.0195815
matched-147,baseline,OPENGL,208e4596832a1f949bd63822d5ddd962c4575067,6c41b50acb94fc71442ae6f217c8c236ffcc3fda12ce81e7553cb391b1fd2527,1,complete,147,,,172.8211536
matched-147,candidate,VULKAN,021bc7293ab534c10d311761ca975985ab50a48c,431d42576e31ec2a8d21ba31feed4ccce283b57c4d515b9801b8e8c32ef40f43,1,complete,147,0,,144.3137839
matched-147,candidate,OPENGL,021bc7293ab534c10d311761ca975985ab50a48c,431d42576e31ec2a8d21ba31feed4ccce283b57c4d515b9801b8e8c32ef40f43,1,complete,147,,,171.1824799
