leaf_id,revision,iterations,candidate_run1_us,candidate_run2_us,main_run1_us,main_run2_us,upstream_run1_us,upstream_run2_us,upstream_run1_outcome,upstream_run2_outcome,main_vs_upstream_status,main_vs_upstream_run1_speedup_pct,main_vs_upstream_run2_speedup_pct,main_vs_upstream_two_run_speedup_pct,candidate_vs_main_status,candidate_vs_main_run1_speedup_pct,candidate_vs_main_run2_speedup_pct,candidate_vs_main_two_run_speedup_pct,performance_valid,performance_invalid_reason
texture_cubemap_fallback.unbordered_subblock_dxt1,1,8,16630,16629,16645,16630,,,NOT_REACHED,NOT_REACHED,not_reached,,,,comparable,,,,false,fork_advanced_settings_unmatched;live_markers_missing
tiny_draw.arrays.fixed_function,1,10,24426,24456,23766,24159,,,NOT_REACHED,NOT_REACHED,not_reached,,,,comparable,,,,false,fork_advanced_settings_unmatched;live_markers_missing
tiny_draw.arrays.vertex_shader,1,10,24493,24417,23723,24229,,,NOT_REACHED,NOT_REACHED,not_reached,,,,comparable,,,,false,fork_advanced_settings_unmatched;live_markers_missing
tiny_draw.inline_arrays.fixed_function,1,10,29398,29206,28469,29109,,,NOT_REACHED,NOT_REACHED,not_reached,,,,comparable,,,,false,fork_advanced_settings_unmatched;live_markers_missing
tiny_draw.inline_arrays.vertex_shader,1,10,29311,29294,28634,28849,,,NOT_REACHED,NOT_REACHED,not_reached,,,,comparable,,,,false,fork_advanced_settings_unmatched;live_markers_missing
tiny_draw.inline_buffers.fixed_function,1,10,20426,20369,19898,20204,,,NOT_REACHED,NOT_REACHED,not_reached,,,,comparable,,,,false,fork_advanced_settings_unmatched;live_markers_missing
tiny_draw.inline_buffers.vertex_shader,1,10,20404,20248,19966,20247,,,NOT_REACHED,NOT_REACHED,not_reached,,,,comparable,,,,false,fork_advanced_settings_unmatched;live_markers_missing
tiny_draw.inline_elements.fixed_function,1,10,24546,24280,23786,24089,,,NOT_REACHED,NOT_REACHED,not_reached,,,,comparable,,,,false,fork_advanced_settings_unmatched;live_markers_missing
tiny_draw.inline_elements.vertex_shader,1,10,24356,24345,23948,24138,,,NOT_REACHED,NOT_REACHED,not_reached,,,,comparable,,,,false,fork_advanced_settings_unmatched;live_markers_missing
uniform_thrash.uniform_thrash,1,10,1956,1327,2103,1299,,,NOT_REACHED,NOT_REACHED,not_reached,,,,comparable,,,,false,fork_advanced_settings_unmatched;live_markers_missing
vertex_buffer_allocation.disjoint_same_page,1,10,35109,35055,35143,34783,,,NOT_REACHED,NOT_REACHED,not_reached,,,,comparable,,,,false,fork_advanced_settings_unmatched;live_markers_missing
vertex_buffer_allocation.mixed.arrays,1,10,23494,23693,23136,24370,,,NOT_REACHED,NOT_REACHED,not_reached,,,,comparable,,,,false,fork_advanced_settings_unmatched;live_markers_missing
vertex_buffer_allocation.mixed.inline_arrays,1,10,137555,137418,137628,138041,,,NOT_REACHED,NOT_REACHED,not_reached,,,,comparable,,,,false,fork_advanced_settings_unmatched;live_markers_missing
vertex_buffer_allocation.mixed.inline_buffers,1,10,602421,608128,593649,604891,,,NOT_REACHED,NOT_REACHED,not_reached,,,,comparable,,,,false,fork_advanced_settings_unmatched;live_markers_missing
vertex_buffer_allocation.mixed.inline_elements,1,10,32443,32825,32534,32618,,,NOT_REACHED,NOT_REACHED,not_reached,,,,comparable,,,,false,fork_advanced_settings_unmatched;live_markers_missing
vertex_buffer_allocation.rising_transient_growth,1,1,656161,662659,657203,671405,,,NOT_REACHED,NOT_REACHED,not_reached,,,,comparable,,,,false,fork_advanced_settings_unmatched;live_markers_missing
vertex_buffer_allocation.tiny.arrays,1,10,38538,38939,38916,38624,,,NOT_REACHED,NOT_REACHED,not_reached,,,,comparable,,,,false,fork_advanced_settings_unmatched;live_markers_missing
vertex_buffer_allocation.tiny.inline_arrays,1,10,39830,39988,41694,41809,,,NOT_REACHED,NOT_REACHED,not_reached,,,,comparable,,,,false,fork_advanced_settings_unmatched;live_markers_missing
vertex_buffer_allocation.tiny.inline_buffers,1,10,36895,36613,36588,37055,,,NOT_REACHED,NOT_REACHED,not_reached,,,,comparable,,,,false,fork_advanced_settings_unmatched;live_markers_missing
vertex_buffer_allocation.tiny.inline_elements,1,10,37477,37539,37324,37431,,,NOT_REACHED,NOT_REACHED,not_reached,,,,comparable,,,,false,fork_advanced_settings_unmatched;live_markers_missing
