cell,timestamp_us_since_window_start
candidate-vulkan,3444584
candidate-vulkan,3486472
candidate-vulkan,3523271
candidate-vulkan,3561886
candidate-vulkan,3603199
candidate-vulkan,3641340
candidate-vulkan,3678449
candidate-vulkan,3717847
candidate-vulkan,3756428
candidate-vulkan,3795744
candidate-vulkan,3836058
candidate-vulkan,3872423
candidate-vulkan,3907807
candidate-vulkan,3949954
candidate-vulkan,3991054
candidate-vulkan,4028219
candidate-vulkan,4068801
candidate-vulkan,4106913
candidate-vulkan,4144946
candidate-vulkan,4186139
candidate-vulkan,4222292
candidate-vulkan,4258414
candidate-vulkan,4291495
candidate-vulkan,4335862
candidate-vulkan,4381966
candidate-vulkan,4423063
candidate-vulkan,4464697
candidate-vulkan,4501792
candidate-vulkan,4535376
candidate-vulkan,4568958
candidate-vulkan,4603002
candidate-vulkan,4636097
candidate-vulkan,4670181
candidate-vulkan,4702393
candidate-vulkan,4736104
candidate-vulkan,4776500
candidate-vulkan,4811682
candidate-vulkan,4850329
candidate-vulkan,4886541
candidate-vulkan,4931159
candidate-vulkan,4969258
candidate-vulkan,5003662
candidate-vulkan,5035233
candidate-vulkan,5067810
candidate-vulkan,5103908
candidate-vulkan,5136282
candidate-vulkan,5169782
candidate-vulkan,5201866
candidate-vulkan,5240655
candidate-vulkan,5274011
candidate-vulkan,5307589
candidate-vulkan,5341658
candidate-vulkan,5375749
candidate-vulkan,5411839
candidate-vulkan,5446897
candidate-vulkan,5481480
candidate-vulkan,5517790
candidate-vulkan,5553721
candidate-vulkan,5589804
candidate-vulkan,5622384
candidate-vulkan,5655470
candidate-vulkan,5689698
candidate-vulkan,5722676
candidate-vulkan,5755132
candidate-vulkan,5788725
candidate-vulkan,5823312
candidate-vulkan,5873704
candidate-vulkan,5911226
candidate-vulkan,5951351
candidate-vulkan,5986000
candidate-vulkan,6018396
candidate-vulkan,6053216
candidate-vulkan,6088703
candidate-vulkan,6124782
candidate-vulkan,6171957
candidate-vulkan,6208224
candidate-vulkan,6245799
candidate-vulkan,6288396
candidate-vulkan,6323007
candidate-vulkan,6362094
candidate-vulkan,6401740
candidate-vulkan,6440960
candidate-vulkan,6482896
candidate-vulkan,6524510
candidate-vulkan,6563205
candidate-vulkan,6601755
candidate-vulkan,6641431
candidate-vulkan,6678508
candidate-vulkan,6718935
candidate-vulkan,6756678
candidate-vulkan,6809656
candidate-vulkan,6851761
candidate-vulkan,6889092
candidate-vulkan,6924761
candidate-vulkan,6966362
candidate-vulkan,7007456
candidate-vulkan,7044652
candidate-vulkan,7083123
candidate-vulkan,7128236
candidate-vulkan,7168810
candidate-vulkan,7207662
candidate-vulkan,7246041
candidate-vulkan,7286107
candidate-vulkan,7324167
candidate-vulkan,7358995
candidate-vulkan,7399284
candidate-vulkan,7439977
candidate-vulkan,7475027
candidate-vulkan,7508118
candidate-vulkan,7545221
candidate-vulkan,7579304
candidate-vulkan,7615890
candidate-vulkan,7651974
candidate-vulkan,7690564
candidate-vulkan,7724644
candidate-vulkan,7759910
candidate-vulkan,7792479
candidate-vulkan,7829452
candidate-vulkan,7864550
candidate-vulkan,7900645
candidate-vulkan,7939733
candidate-vulkan,7973312
candidate-vulkan,8005343
candidate-vulkan,8046443
candidate-vulkan,8082291
candidate-vulkan,8116872
candidate-vulkan,8152671
candidate-vulkan,8184676
candidate-vulkan,8220748
candidate-vulkan,8254847
candidate-vulkan,8287462
candidate-vulkan,8319546
candidate-vulkan,8352156
candidate-vulkan,8386044
candidate-vulkan,8418689
candidate-vulkan,8450830
candidate-vulkan,8487401
candidate-vulkan,8518977
candidate-vulkan,8552063
candidate-vulkan,8584142
candidate-vulkan,8631288
candidate-vulkan,8666249
candidate-vulkan,8701713
candidate-vulkan,8735710
candidate-vulkan,8767804
candidate-vulkan,8802895
candidate-vulkan,8835467
candidate-vulkan,8870551
candidate-vulkan,8901119
candidate-vulkan,8937783
candidate-vulkan,8978569
candidate-vulkan,9016166
candidate-vulkan,9056264
candidate-vulkan,9090952
candidate-vulkan,9125609
candidate-vulkan,9159872
candidate-vulkan,9195939
candidate-vulkan,9231528
candidate-vulkan,9266818
candidate-vulkan,9307518
candidate-vulkan,9345096
candidate-vulkan,9387395
candidate-vulkan,9424016
candidate-vulkan,9462105
candidate-vulkan,9501712
candidate-vulkan,9545296
candidate-vulkan,9584395
candidate-vulkan,9625933
candidate-vulkan,9665316
candidate-vulkan,9706421
candidate-vulkan,9740962
candidate-vulkan,9779041
candidate-vulkan,9818373
candidate-vulkan,9855441
candidate-vulkan,9892847
candidate-vulkan,9931864
candidate-vulkan,9966935
candidate-vulkan,10002033
