suite,build,renderer,source_commit,xemu_sha256,runs,status,records,vuid_count,failed_leaf,wall_seconds
expanded-153,candidate,VULKAN,eb338262714ef0b1e23fd60a2c168300443377ac,4aca1e0b02526a2205d6c85d6d78415328dc60e62578cd02157f37fda1323a61,1,KNOWN_PARENT_FAILURE,0,6,TextureCubemapFallback::BorderedCubemapMipDxt1/Dxt3/Dxt5,
expanded-153,candidate,OPENGL,eb338262714ef0b1e23fd60a2c168300443377ac,4aca1e0b02526a2205d6c85d6d78415328dc60e62578cd02157f37fda1323a61,1,complete,153,,,173.5951214
expanded-153,candidate,OPENGL,eb338262714ef0b1e23fd60a2c168300443377ac,4aca1e0b02526a2205d6c85d6d78415328dc60e62578cd02157f37fda1323a61,1,complete,153,,,180.1715725
matched-147,baseline,VULKAN,330cb0d86fe946b795330b629c3e0844c2c10d51,ee73b71288ebc30f8a5bb65f1d81cdb7dcb1edfb99c6352997fd16bcd411ab46,1,complete,147,0,,140.0751366
matched-147,baseline,OPENGL,330cb0d86fe946b795330b629c3e0844c2c10d51,ee73b71288ebc30f8a5bb65f1d81cdb7dcb1edfb99c6352997fd16bcd411ab46,1,complete,147,,,169.2616978
matched-147,candidate,VULKAN,eb338262714ef0b1e23fd60a2c168300443377ac,4aca1e0b02526a2205d6c85d6d78415328dc60e62578cd02157f37fda1323a61,1,complete,147,0,,141.2139606
matched-147,candidate,OPENGL,eb338262714ef0b1e23fd60a2c168300443377ac,4aca1e0b02526a2205d6c85d6d78415328dc60e62578cd02157f37fda1323a61,1,complete,147,,,173.7867372
