cell,timestamp_us_since_window_start
candidate-opengl,5150229
candidate-opengl,5174311
candidate-opengl,5200441
candidate-opengl,5224924
candidate-opengl,5251980
candidate-opengl,5286732
candidate-opengl,5310287
candidate-opengl,5338868
candidate-opengl,5364430
candidate-opengl,5390500
candidate-opengl,5418058
candidate-opengl,5442012
candidate-opengl,5468647
candidate-opengl,5493421
candidate-opengl,5522446
candidate-opengl,5546500
candidate-opengl,5572588
candidate-opengl,5599150
candidate-opengl,5624947
candidate-opengl,5654423
candidate-opengl,5680314
candidate-opengl,5707034
candidate-opengl,5733641
candidate-opengl,5761200
candidate-opengl,5788725
candidate-opengl,5812403
candidate-opengl,5841537
candidate-opengl,5867466
candidate-opengl,5905914
candidate-opengl,5929458
candidate-opengl,5955512
candidate-opengl,5979409
candidate-opengl,6004967
candidate-opengl,6033252
candidate-opengl,6057802
candidate-opengl,6087868
candidate-opengl,6113024
candidate-opengl,6138264
candidate-opengl,6165438
candidate-opengl,6190493
candidate-opengl,6225340
candidate-opengl,6251412
candidate-opengl,6275461
candidate-opengl,6301136
candidate-opengl,6326697
candidate-opengl,6355613
candidate-opengl,6379161
candidate-opengl,6405221
candidate-opengl,6429771
candidate-opengl,6455823
candidate-opengl,6481607
candidate-opengl,6507297
candidate-opengl,6535877
candidate-opengl,6560705
candidate-opengl,6589323
candidate-opengl,6614896
candidate-opengl,6639058
candidate-opengl,6667170
candidate-opengl,6690971
candidate-opengl,6717210
candidate-opengl,6743360
candidate-opengl,6773371
candidate-opengl,6799934
candidate-opengl,6838645
candidate-opengl,6866327
candidate-opengl,6891593
candidate-opengl,6917655
candidate-opengl,6942350
candidate-opengl,6967394
candidate-opengl,6993380
candidate-opengl,7022079
candidate-opengl,7047132
candidate-opengl,7071807
candidate-opengl,7096624
candidate-opengl,7122684
candidate-opengl,7155711
candidate-opengl,7179672
candidate-opengl,7205205
candidate-opengl,7233373
candidate-opengl,7257417
candidate-opengl,7285491
candidate-opengl,7309920
candidate-opengl,7334616
candidate-opengl,7359065
candidate-opengl,7384707
candidate-opengl,7410017
candidate-opengl,7438841
candidate-opengl,7462900
candidate-opengl,7489735
candidate-opengl,7513616
candidate-opengl,7539437
candidate-opengl,7565340
candidate-opengl,7590394
candidate-opengl,7615955
candidate-opengl,7640515
candidate-opengl,7664524
candidate-opengl,7689069
candidate-opengl,7713625
candidate-opengl,7739440
candidate-opengl,7776742
candidate-opengl,7801392
candidate-opengl,7826959
candidate-opengl,7855134
candidate-opengl,7882450
candidate-opengl,7907006
candidate-opengl,7932073
candidate-opengl,7956622
candidate-opengl,7983346
candidate-opengl,8008908
candidate-opengl,8035548
candidate-opengl,8060048
candidate-opengl,8090492
candidate-opengl,8117048
candidate-opengl,8143346
candidate-opengl,8170197
candidate-opengl,8194767
candidate-opengl,8221476
candidate-opengl,8246042
candidate-opengl,8272594
candidate-opengl,8300687
candidate-opengl,8325088
candidate-opengl,8352655
candidate-opengl,8376701
candidate-opengl,8405774
candidate-opengl,8431632
candidate-opengl,8457190
candidate-opengl,8484758
candidate-opengl,8509327
candidate-opengl,8535274
candidate-opengl,8561338
candidate-opengl,8588534
candidate-opengl,8613582
candidate-opengl,8640626
candidate-opengl,8666891
candidate-opengl,8706856
candidate-opengl,8734566
candidate-opengl,8760006
candidate-opengl,8788381
candidate-opengl,8813437
candidate-opengl,8839778
candidate-opengl,8867023
candidate-opengl,8896529
candidate-opengl,8921088
candidate-opengl,8946648
candidate-opengl,8974484
candidate-opengl,9010017
candidate-opengl,9038335
candidate-opengl,9062154
candidate-opengl,9088827
candidate-opengl,9114193
candidate-opengl,9138238
candidate-opengl,9162817
candidate-opengl,9188385
candidate-opengl,9212400
candidate-opengl,9238401
candidate-opengl,9263958
candidate-opengl,9290856
candidate-opengl,9319248
candidate-opengl,9344625
candidate-opengl,9374688
candidate-opengl,9400240
candidate-opengl,9425304
candidate-opengl,9449863
candidate-opengl,9476847
candidate-opengl,9506432
candidate-opengl,9531649
candidate-opengl,9556394
candidate-opengl,9581071
candidate-opengl,9621389
candidate-opengl,9645710
candidate-opengl,9671767
candidate-opengl,9696322
candidate-opengl,9721382
candidate-opengl,9745809
candidate-opengl,9773309
candidate-opengl,9801377
candidate-opengl,9826948
candidate-opengl,9856009
candidate-opengl,9881884
candidate-opengl,9906931
candidate-opengl,9931175
candidate-opengl,9967246
candidate-opengl,9991807
