cell,timestamp_us_since_window_start
baseline-opengl,1569680
baseline-opengl,1594795
baseline-opengl,1618625
baseline-opengl,1646232
baseline-opengl,1671638
baseline-opengl,1696252
baseline-opengl,1720687
baseline-opengl,1747515
baseline-opengl,1788270
baseline-opengl,1813555
baseline-opengl,1838012
baseline-opengl,1865113
baseline-opengl,1889190
baseline-opengl,1914331
baseline-opengl,1937828
baseline-opengl,1962169
baseline-opengl,1986098
baseline-opengl,2016440
baseline-opengl,2045037
baseline-opengl,2068670
baseline-opengl,2094451
baseline-opengl,2120012
baseline-opengl,2155585
baseline-opengl,2180824
baseline-opengl,2204934
baseline-opengl,2228479
baseline-opengl,2253091
baseline-opengl,2277679
baseline-opengl,2301542
baseline-opengl,2328624
baseline-opengl,2352193
baseline-opengl,2378786
baseline-opengl,2401893
baseline-opengl,2428470
baseline-opengl,2451939
baseline-opengl,2482914
baseline-opengl,2511305
baseline-opengl,2534865
baseline-opengl,2561431
baseline-opengl,2585494
baseline-opengl,2612082
baseline-opengl,2637487
baseline-opengl,2663059
baseline-opengl,2687128
baseline-opengl,2717222
baseline-opengl,2745323
baseline-opengl,2768884
baseline-opengl,2794567
baseline-opengl,2817144
baseline-opengl,2845124
baseline-opengl,2868740
baseline-opengl,2894925
baseline-opengl,2917983
baseline-opengl,2945090
baseline-opengl,2968654
baseline-opengl,2994634
baseline-opengl,3018732
baseline-opengl,3044821
baseline-opengl,3079925
baseline-opengl,3103556
baseline-opengl,3134198
baseline-opengl,3161778
baseline-opengl,3185112
baseline-opengl,3211603
baseline-opengl,3235891
baseline-opengl,3264183
baseline-opengl,3286922
baseline-opengl,3313228
baseline-opengl,3337276
baseline-opengl,3361665
baseline-opengl,3385155
baseline-opengl,3417276
baseline-opengl,3444283
baseline-opengl,3468303
baseline-opengl,3495983
baseline-opengl,3519666
baseline-opengl,3545107
baseline-opengl,3569676
baseline-opengl,3594749
baseline-opengl,3618442
baseline-opengl,3645289
baseline-opengl,3669820
baseline-opengl,3694381
baseline-opengl,3718964
baseline-opengl,3745181
baseline-opengl,3769766
baseline-opengl,3794333
baseline-opengl,3818491
baseline-opengl,3844833
baseline-opengl,3869395
baseline-opengl,3894530
baseline-opengl,3919099
baseline-opengl,3955196
baseline-opengl,3980260
baseline-opengl,4002813
baseline-opengl,4039278
baseline-opengl,4062432
baseline-opengl,4088303
baseline-opengl,4114696
baseline-opengl,4137671
baseline-opengl,4162172
baseline-opengl,4186997
