suite,build,renderer,source_commit,xemu_sha256,runs,status,records,vuid_count,failed_leaf,wall_seconds
expanded-153,candidate,VULKAN,c1462ad7d88a1d9d20c42ee70ed3661276039aba,818614db65e5f6de83a93527f69468e106911b949b825e8177b38c2676e3d943,1,KNOWN_PARENT_FAILURE,0,6,TextureCubemapFallback::BorderedCubemapMipDxt1/Dxt3/Dxt5,
expanded-153,candidate,OPENGL,c1462ad7d88a1d9d20c42ee70ed3661276039aba,818614db65e5f6de83a93527f69468e106911b949b825e8177b38c2676e3d943,1,PASS_WITH_KNOWN_PARENT_FAILURE,153,,TextureCubemapFallback::BorderedCubemapMipDxt1; TextureCubemapFallback::BorderedCubemapMipDxt3; TextureCubemapFallback::BorderedCubemapMipDxt5; TextureCubemapFallback::UnborderedSubblockDxt1,
matched-147,baseline,VULKAN,88fc5c9bef5663f075fb514a7ceef904be3a49e8,b3e0050e857c97bc8ef79d3248a6659125ddbddfc0f8a972436d11411e47ea78,1,complete,147,0,,200.9968933
matched-147,baseline,OPENGL,88fc5c9bef5663f075fb514a7ceef904be3a49e8,b3e0050e857c97bc8ef79d3248a6659125ddbddfc0f8a972436d11411e47ea78,1,complete,147,,,177.9983049
matched-147,candidate,VULKAN,c1462ad7d88a1d9d20c42ee70ed3661276039aba,818614db65e5f6de83a93527f69468e106911b949b825e8177b38c2676e3d943,1,complete,147,0,,194.2901768
matched-147,candidate,OPENGL,c1462ad7d88a1d9d20c42ee70ed3661276039aba,818614db65e5f6de83a93527f69468e106911b949b825e8177b38c2676e3d943,1,complete,147,,,174.6171677
