"branch_id","backend","variant","status","captured_runs","process_samples","cpu_host_percent_mean","cpu_host_percent_peak","working_set_bytes_mean","working_set_bytes_peak","private_bytes_mean","private_bytes_peak","process_gpu_percent_mean","process_gpu_percent_peak","process_vram_bytes_mean","process_vram_bytes_peak","process_shared_gpu_bytes_mean","process_shared_gpu_bytes_peak","device_gpu_percent_mean","device_gpu_percent_peak","device_vram_mib_mean","device_vram_mib_peak"
"pr24-off-vulkan-0edb","vulkan","release","CAPTURED","2","81","17.485774400155606","21.314663848994197","946828785.0146341","1092370432","2967758364.721951","3299782656","81.10120955714174","93.92188474111359","542371401.5179487","691163136","557445545.3538461","589524992","35.44880952380953","41","864.4630952380953","1016"
