"branch_id","backend","variant","status","captured_runs","process_samples","cpu_host_percent_mean","cpu_host_percent_peak","working_set_bytes_mean","working_set_bytes_peak","private_bytes_mean","private_bytes_peak","process_gpu_percent_mean","process_gpu_percent_peak","process_vram_bytes_mean","process_vram_bytes_peak","process_shared_gpu_bytes_mean","process_shared_gpu_bytes_peak","device_gpu_percent_mean","device_gpu_percent_peak","device_vram_mib_mean","device_vram_mib_peak"
"pr24-on-vulkan-0edb","vulkan","release","CAPTURED","2","77","13.056112609773574","17.579350409352926","968386746.5587045","1101484032","3048378713.479082","3320107008","82.113244103353","88.53212794814611","542137345.3819163","689856512","560365174.1538461","593719296","36.453947368421055","63","874.2236842105262","1015"
