renderer,iteration,group,test_id,outcome,average_us,p95_us,framebuffer_fnv1a64
opengl,1,game_load,game_load.pgr2_ai_backup.cpu_only,PASS,25728,25935,e086b0a920c42325
opengl,1,game_load,game_load.pgr2_ai_backup.cpu_pfifo_gpu,PASS,115729,118464,48c0585f003ea325
opengl,1,game_load,game_load.pgr2_ai_backup.cpu_pfifo_gpu_streaming,PASS,117269,118162,e0430415b6dbe325
opengl,1,game_load,game_load.pgr2_ai_backup.full_system,PASS,117003,117978,cb91c33db5046325
opengl,1,game_load,game_load.pgr2_ai_backup.gpu_only,PASS,72256,73261,f8348ac6eeaaa325
opengl,1,game_load,game_load.pgr2_ai_backup.pfifo_only,PASS,15639,16633,5bc1b07714da2325
opengl,1,game_load,game_load.pgr2_ai_backup.streaming_only,PASS,3334,4266,f43007e31b972325
opengl,1,game_load,game_load.repeated_display,PASS,16615,16897,e758dbbf4edc2325
opengl,1,game_load,game_load.repeated_display_boosted,PASS,47917,50636,60315b1c33b6a325
opengl,1,game_load,game_load.s3tc_sync_factor.bc2_bordered_fallback,PASS,49692,50538,3403675459d4d3d5
opengl,1,game_load,game_load.s3tc_sync_factor.bc2_native_eligible,PASS,17014,20094,3403675459d4d3d5
opengl,1,game_load,game_load.s3tc_sync_factor.bc3_bordered_fallback,PASS,49279,51390,3403675459d4d3d5
opengl,1,game_load,game_load.s3tc_sync_factor.bc3_native_eligible,PASS,17288,21838,3403675459d4d3d5
opengl,1,game_load,game_load.s3tc_sync_factor.dxt1_dirty_once_redraw,PASS,15749,16862,428c04bbb0a62725
opengl,1,game_load,game_load.s3tc_sync_factor.dxt1_ring_payload_generations,PASS,18894,30424,3403675459d4d3d5
opengl,1,game_load,game_load.s3tc_sync_factor.dxt1_same_address_queued,PASS,15884,17106,707cfafadadd34d5
opengl,1,game_load,game_load.s3tc_sync_factor.dxt1_same_address_wait,PASS,18756,26176,3403675459d4d3d5
opengl,1,game_load,game_load.s3tc_sync_factor.rgba8_dirty_once_redraw,PASS,15271,16742,428c04bbb0a62725
opengl,1,game_load,game_load.s3tc_sync_factor.rgba8_ring_payload_generations,PASS,49727,50624,3403675459d4d3d5
opengl,1,game_load,game_load.s3tc_sync_factor.rgba8_same_address_queued,PASS,49588,50440,39a2168886f3cfd3
opengl,1,game_load,game_load.s3tc_sync_factor.rgba8_same_address_wait,PASS,50850,57878,3403675459d4d3d5
opengl,1,high_vertex_count,high_vertex_count.arrays,PASS,173,656,a27c67890c2d9083
opengl,1,high_vertex_count,high_vertex_count.inline_arrays,PASS,28662,33910,a27c67890c2d9083
opengl,1,high_vertex_count,high_vertex_count.inline_buffers,PASS,179134,180935,a27c67890c2d9083
opengl,1,high_vertex_count,high_vertex_count.inline_elements,PASS,2525,2880,a27c67890c2d9083
opengl,1,pfifo_array_elements,pfifo_array_elements.array_element16,PASS,1209,1898,9c884de2a5d32325
opengl,1,pfifo_array_elements,pfifo_array_elements.array_element32,PASS,1348,1721,e079f0cf1a994325
opengl,1,pfifo_array_elements,pfifo_array_elements.array_element_pgr2,PASS,1163,1589,bbc8b0702ffd0325
opengl,1,pipeline_texture_switch,pipeline_texture_switch.clear_texture_normal,PASS,8238,8804,22ba4f1405cda325
opengl,1,pipeline_texture_switch,pipeline_texture_switch.sampler_only_identity,PASS,17803,18162,0b8438c8404da325
opengl,1,pipeline_texture_switch,pipeline_texture_switch.shader_negative_control,PASS,15484,15876,f110c8bd6338c325
opengl,1,pipeline_texture_switch,pipeline_texture_switch.texture_switch,PASS,15757,16582,8ae05d31fb00c325
opengl,1,primitive_type,primitive_type.line_loop.fixed_function,PASS,891,2165,e029a36a3b91c6cc
opengl,1,primitive_type,primitive_type.line_loop.vertex_shader,PASS,803,1274,e029a36a3b91c6cc
opengl,1,primitive_type,primitive_type.line_strip.fixed_function,PASS,842,1361,05e55de77521d31a
opengl,1,primitive_type,primitive_type.line_strip.vertex_shader,PASS,793,1278,05e55de77521d31a
opengl,1,primitive_type,primitive_type.lines.fixed_function,PASS,955,1626,e1c19d5c7e7898ab
opengl,1,primitive_type,primitive_type.lines.vertex_shader,PASS,1007,1615,e1c19d5c7e7898ab
opengl,1,primitive_type,primitive_type.points.fixed_function,PASS,677,1365,5b296619f665c070
opengl,1,primitive_type,primitive_type.points.vertex_shader,PASS,828,1378,5b296619f665c070
opengl,1,primitive_type,primitive_type.polygon.fixed_function,PASS,806,1219,2c4beaa06aba1000
opengl,1,primitive_type,primitive_type.polygon.vertex_shader,PASS,788,1177,2c4beaa06aba1000
opengl,1,primitive_type,primitive_type.quad_strip.fixed_function,PASS,1084,2458,f64b4495347cec73
opengl,1,primitive_type,primitive_type.quad_strip.vertex_shader,PASS,989,1674,f64b4495347cec73
opengl,1,primitive_type,primitive_type.quads.fixed_function,PASS,1773,2218,114a1419338256e5
opengl,1,primitive_type,primitive_type.quads.vertex_shader,PASS,1708,1959,114a1419338256e5
opengl,1,primitive_type,primitive_type.triangle_fan.fixed_function,PASS,785,1171,36644f0fd11db166
opengl,1,primitive_type,primitive_type.triangle_fan.vertex_shader,PASS,707,1085,36644f0fd11db166
opengl,1,primitive_type,primitive_type.triangle_strip.fixed_function,PASS,716,1106,d7b289579fdaa1ab
opengl,1,primitive_type,primitive_type.triangle_strip.vertex_shader,PASS,833,1373,d7b289579fdaa1ab
opengl,1,primitive_type,primitive_type.triangles.fixed_function,PASS,1279,1383,72f05baf369ceb60
opengl,1,primitive_type,primitive_type.triangles.vertex_shader,PASS,1326,1692,72f05baf369ceb60
opengl,1,report_query,report_query.clear_boundary,PASS,726,1281,b5eb7c4b9c8da325
opengl,1,report_query,report_query.dma_descriptor_rewrite,PASS,1386,1386,c0c0fdbececda325
opengl,1,report_query,report_query.dma_range_guard,PASS,1245,1245,3f648ce11a4da325
opengl,1,report_query,report_query.dma_target_switch,PASS,805,907,4c4bd8cd440da325
opengl,1,report_query,report_query.fifo_producer_ordering,PASS,820,869,0d907c24a88da325
opengl,1,report_query,report_query.multiple_boundaries,PASS,549,726,0c966fc9ba4da325
opengl,1,report_query,report_query.single_boundary,PASS,479,845,60e674c9fecda325
opengl,1,report_query,report_query.zero_query,PASS,174,585,23875dfeb40da325
opengl,1,surface,surface.basic,PASS,12763,17621,0f44c0df337b52bc
opengl,1,surface,surface.cpu_read_after_gpu_write,PASS,504,690,76ea18af98322325
opengl,1,surface,surface.cpu_read_clean_surface,PASS,141,415,d3267b427820a325
opengl,1,surface,surface.framebuffer_working_set_002,PASS,1322,1852,9f3b0609a42777d5
opengl,1,surface,surface.framebuffer_working_set_008,PASS,1305,1921,64cbf95dec8f59e5
opengl,1,surface,surface.framebuffer_working_set_032,PASS,1351,1998,a6116feb11a28c25
opengl,1,surface,surface.framebuffer_working_set_064,PASS,1320,1624,a6116feb11a28c25
opengl,1,surface,surface.full_clear_elision_guard,PASS,1307,2113,4f05ccd43f43d495
opengl,1,surface,surface.overlapping_surface_churn_representative,PASS,2115,3041,caf66d4bf5691525
opengl,1,surface,surface.overlapping_surface_churn_stress,PASS,27434,33264,caf66d4bf5691525
opengl,1,surface,surface.partial_channel_clear_guard,PASS,1290,2005,eb2cb498aa73af25
opengl,1,surface,surface.surface_download_path,PASS,13441,16407,2b0e8aac0f8838e8
opengl,1,surface,surface.surface_list_lookup_002,PASS,1327,1645,dce4c9394e7a3f35
opengl,1,surface,surface.surface_list_lookup_008,PASS,1355,1921,bf1fe5b8fe78a94d
opengl,1,surface,surface.surface_list_lookup_032,PASS,1382,1861,c6275b91195a5325
opengl,1,surface,surface.surface_list_lookup_128,PASS,1192,1614,c6275b91195a5325
opengl,1,surface,surface.vulkan_memory_pressure.representative.alias_resize,PASS,15005,18813,0c26236493b4d325
opengl,1,surface,surface.vulkan_memory_pressure.representative.growth,PASS,13895,17744,c1b304b452852b25
opengl,1,surface,surface.vulkan_memory_pressure.representative.idle_retention,PASS,788,869,3a8651789ea0fa25
opengl,1,surface,surface.vulkan_memory_pressure.representative.plateau,PASS,13444,13803,730005d86af45b25
opengl,1,surface,surface.vulkan_memory_pressure.representative.reuse,PASS,14652,17734,3ba0d18066aacb25
opengl,1,surface,surface.vulkan_memory_pressure.stress.alias_resize,PASS,55418,67360,84a8d75f1f9d1b25
opengl,1,surface,surface.vulkan_memory_pressure.stress.growth,PASS,57944,69441,94cdb4bddb0e4b25
opengl,1,surface,surface.vulkan_memory_pressure.stress.idle_retention,PASS,721,739,430711a262877725
opengl,1,surface,surface.vulkan_memory_pressure.stress.plateau,PASS,50322,54554,196f33989be28325
opengl,1,surface,surface.vulkan_memory_pressure.stress.reuse,PASS,59951,67200,fb2a6abd1cbfc725
opengl,1,texture_cubemap_fallback,texture_cubemap_fallback.bordered_mip_dxt1,PASS,16762,18910,6a84a3194415b625
opengl,1,texture_cubemap_fallback,texture_cubemap_fallback.bordered_mip_dxt3,PASS,16405,16912,6a84a3194415b625
opengl,1,texture_cubemap_fallback,texture_cubemap_fallback.bordered_mip_dxt5,PASS,16738,17194,6a84a3194415b625
opengl,1,tiny_draw,tiny_draw.arrays.fixed_function,PASS,21679,22489,acf025546cf667b5
opengl,1,tiny_draw,tiny_draw.arrays.vertex_shader,PASS,22039,22504,acf025546cf667b5
opengl,1,tiny_draw,tiny_draw.inline_arrays.fixed_function,PASS,70809,77493,acf025546cf667b5
opengl,1,tiny_draw,tiny_draw.inline_arrays.vertex_shader,PASS,70041,73958,acf025546cf667b5
opengl,1,tiny_draw,tiny_draw.inline_buffers.fixed_function,PASS,72179,77051,acf025546cf667b5
opengl,1,tiny_draw,tiny_draw.inline_buffers.vertex_shader,PASS,69560,72145,acf025546cf667b5
opengl,1,tiny_draw,tiny_draw.inline_elements.fixed_function,PASS,21687,22167,acf025546cf667b5
opengl,1,tiny_draw,tiny_draw.inline_elements.vertex_shader,PASS,22007,22707,acf025546cf667b5
opengl,1,uniform_thrash,uniform_thrash.uniform_thrash,PASS,1851,2284,09eb5907ef624c25
opengl,1,vertex_buffer_allocation,vertex_buffer_allocation.disjoint_same_page,PASS,19996,20190,fdcd25a37910bb25
opengl,1,vertex_buffer_allocation,vertex_buffer_allocation.mixed.arrays,PASS,22333,24950,377e6c029807f325
opengl,1,vertex_buffer_allocation,vertex_buffer_allocation.mixed.inline_arrays,PASS,89121,91604,377e6c029807f325
opengl,1,vertex_buffer_allocation,vertex_buffer_allocation.mixed.inline_buffers,PASS,452431,464491,377e6c029807f325
opengl,1,vertex_buffer_allocation,vertex_buffer_allocation.mixed.inline_elements,PASS,27582,28220,377e6c029807f325
opengl,1,vertex_buffer_allocation,vertex_buffer_allocation.tiny.arrays,PASS,28360,30311,377e6c029807f325
opengl,1,vertex_buffer_allocation,vertex_buffer_allocation.tiny.inline_arrays,PASS,70719,73187,377e6c029807f325
opengl,1,vertex_buffer_allocation,vertex_buffer_allocation.tiny.inline_buffers,PASS,93489,96992,377e6c029807f325
opengl,1,vertex_buffer_allocation,vertex_buffer_allocation.tiny.inline_elements,PASS,28370,30096,377e6c029807f325
opengl,2,busy_pfifo,busy_pfifo.pfifo_saturation,PASS,69438,70807,1508607624bb8506
opengl,2,busy_pfifo,busy_pfifo.pgraph_pattern_polling,PASS,4493076,4493076,386d0f085e98c325
opengl,2,cpu_floating_point,cpu_floating_point.sse_scalar,PASS,507924,518307,6962077c244da325
opengl,2,cpu_floating_point,cpu_floating_point.x87_scalar,PASS,768944,772464,6962077c244da325
opengl,2,cpu_translation_blocks,cpu_translation_blocks.direct_loop,PASS,10071,10484,bd1fc9bf0c318325
opengl,2,cpu_translation_blocks,cpu_translation_blocks.indirect_dispatch,PASS,25410,25883,c0426cf669a02325
opengl,2,cpu_translation_blocks,cpu_translation_blocks.indirect_dispatch_stress,PASS,506638,508717,fbd507cb0c622325
opengl,2,fill_rate,fill_rate.solid,PASS,1521,2377,08b0f60773aac775
opengl,2,fill_rate,fill_rate.textured,PASS,1573,2522,99b433323df1684d
opengl,2,game_load,game_load.cross_title_hotpath.blend_constant_reuse,PASS,84739,97102,58e80f99c5a56325
opengl,2,game_load,game_load.cross_title_hotpath.gpu_wait_control,PASS,2327,2680,e30500792076e325
opengl,2,game_load,game_load.cross_title_hotpath.pgr2_lagspot_inline_elements,PASS,83728,87663,2b9db92162606325
opengl,2,game_load,game_load.cross_title_hotpath.pgr2_small_draws,PASS,91656,93216,151015a16ca46325
opengl,2,game_load,game_load.cross_title_hotpath.pipeline_state_churn,PASS,49411,50870,4f8b2eab497ca325
opengl,2,game_load,game_load.cross_title_hotpath.queued_vertex_cpu_writes,PASS,50842,57597,ea21c900993ea325
opengl,2,game_load,game_load.cross_title_hotpath.s3tc_streaming_fenced_draws,PASS,8631675,8676957,1a65246e1a0ea325
opengl,2,game_load,game_load.cross_title_hotpath.scaled_surface_pressure,PASS,232208,241624,32a69ec6dce52325
opengl,2,game_load,game_load.cross_title_hotpath.surface_reuse,PASS,6122,6701,37f87c4938cd6325
opengl,2,game_load,game_load.cross_title_hotpath.texture_binding_reuse,PASS,115856,118248,6b9bae4b9c97a325
opengl,2,game_load,game_load.cross_title_hotpath.texture_update_reuse,PASS,2897,3426,44fcd2c900a5a325
opengl,2,game_load,game_load.doax_menu_representative.cpu_only,PASS,9424,10031,c9ffff20249e2325
opengl,2,game_load,game_load.doax_menu_representative.cpu_pfifo_gpu,PASS,25956,26875,04157941d1aa6325
opengl,2,game_load,game_load.doax_menu_representative.cpu_pfifo_gpu_streaming,PASS,28335,29098,e6d7900d809f6325
opengl,2,game_load,game_load.doax_menu_representative.full_system,PASS,29807,34067,3ebb8ee340a52325
opengl,2,game_load,game_load.doax_menu_representative.gpu_only,PASS,14589,14770,fbd6d6be7f982325
opengl,2,game_load,game_load.doax_menu_representative.pfifo_only,PASS,2018,2352,db52eb2ea2ee6325
opengl,2,game_load,game_load.doax_menu_representative.streaming_only,PASS,4973,5651,f94303d175056325
opengl,2,game_load,game_load.doax_menu_stress.cpu_only,PASS,18699,18999,312802588e58a325
opengl,2,game_load,game_load.doax_menu_stress.cpu_pfifo_gpu,PASS,51126,51669,c94959246d55a325
opengl,2,game_load,game_load.doax_menu_stress.cpu_pfifo_gpu_streaming,PASS,56288,57174,5dbf320b91a86325
opengl,2,game_load,game_load.doax_menu_stress.full_system,PASS,57708,64528,545f7965debce325
opengl,2,game_load,game_load.doax_menu_stress.gpu_only,PASS,28652,29472,30126b41ecb96325
opengl,2,game_load,game_load.doax_menu_stress.pfifo_only,PASS,3992,4386,6251472ce3a6e325
opengl,2,game_load,game_load.doax_menu_stress.streaming_only,PASS,8666,9561,5b922e3ee1312325
opengl,2,game_load,game_load.long_unlocked_scene.alpha_overdraw,PASS,28406,28801,4efd9244c4ad2325
opengl,2,game_load,game_load.long_unlocked_scene.combined,PASS,56885,57277,4efd9244c4ad2325
opengl,2,game_load,game_load.long_unlocked_scene.cpu,PASS,15706,16089,4efd9244c4ad2325
opengl,2,game_load,game_load.long_unlocked_scene.full_system,PASS,57129,57901,4efd9244c4ad2325
opengl,2,game_load,game_load.long_unlocked_scene.pfifo,PASS,4098,4275,4efd9244c4ad2325
opengl,2,game_load,game_load.long_unlocked_scene.streaming_surface_reuse,PASS,9076,9490,4efd9244c4ad2325
opengl,2,game_load,game_load.pgr2_ai_backup.cpu_only,PASS,25853,26325,e086b0a920c42325
opengl,2,game_load,game_load.pgr2_ai_backup.cpu_pfifo_gpu,PASS,115303,117358,48c0585f003ea325
opengl,2,game_load,game_load.pgr2_ai_backup.cpu_pfifo_gpu_streaming,PASS,117654,118892,e0430415b6dbe325
opengl,2,game_load,game_load.pgr2_ai_backup.full_system,PASS,118562,120333,cb91c33db5046325
opengl,2,game_load,game_load.pgr2_ai_backup.gpu_only,PASS,72285,73128,f8348ac6eeaaa325
opengl,2,game_load,game_load.pgr2_ai_backup.pfifo_only,PASS,15294,15542,5bc1b07714da2325
opengl,2,game_load,game_load.pgr2_ai_backup.streaming_only,PASS,3176,3799,f43007e31b972325
opengl,2,game_load,game_load.repeated_display,PASS,16546,17426,e758dbbf4edc2325
opengl,2,game_load,game_load.repeated_display_boosted,PASS,47961,50400,60315b1c33b6a325
opengl,2,game_load,game_load.s3tc_sync_factor.bc2_bordered_fallback,PASS,48669,51674,3403675459d4d3d5
opengl,2,game_load,game_load.s3tc_sync_factor.bc2_native_eligible,PASS,16818,17919,3403675459d4d3d5
opengl,2,game_load,game_load.s3tc_sync_factor.bc3_bordered_fallback,PASS,48901,50637,3403675459d4d3d5
opengl,2,game_load,game_load.s3tc_sync_factor.bc3_native_eligible,PASS,16694,17674,3403675459d4d3d5
opengl,2,game_load,game_load.s3tc_sync_factor.dxt1_dirty_once_redraw,PASS,16209,22464,428c04bbb0a62725
opengl,2,game_load,game_load.s3tc_sync_factor.dxt1_ring_payload_generations,PASS,16247,17452,3403675459d4d3d5
opengl,2,game_load,game_load.s3tc_sync_factor.dxt1_same_address_queued,PASS,16162,17198,17cbeb6117e5e98d
opengl,2,game_load,game_load.s3tc_sync_factor.dxt1_same_address_wait,PASS,17606,23695,3403675459d4d3d5
opengl,2,game_load,game_load.s3tc_sync_factor.rgba8_dirty_once_redraw,PASS,16797,17715,428c04bbb0a62725
opengl,2,game_load,game_load.s3tc_sync_factor.rgba8_ring_payload_generations,PASS,49628,52960,3403675459d4d3d5
opengl,2,game_load,game_load.s3tc_sync_factor.rgba8_same_address_queued,PASS,48949,50568,202895b0589f445e
opengl,2,game_load,game_load.s3tc_sync_factor.rgba8_same_address_wait,PASS,49552,51552,3403675459d4d3d5
opengl,2,high_vertex_count,high_vertex_count.arrays,PASS,178,632,a27c67890c2d9083
opengl,2,high_vertex_count,high_vertex_count.inline_arrays,PASS,27921,28870,a27c67890c2d9083
opengl,2,high_vertex_count,high_vertex_count.inline_buffers,PASS,179939,181566,a27c67890c2d9083
opengl,2,high_vertex_count,high_vertex_count.inline_elements,PASS,2571,2885,a27c67890c2d9083
opengl,2,pfifo_array_elements,pfifo_array_elements.array_element16,PASS,1245,1423,9c884de2a5d32325
opengl,2,pfifo_array_elements,pfifo_array_elements.array_element32,PASS,1286,1416,e079f0cf1a994325
opengl,2,pfifo_array_elements,pfifo_array_elements.array_element_pgr2,PASS,1188,1257,bbc8b0702ffd0325
opengl,2,pipeline_texture_switch,pipeline_texture_switch.clear_texture_normal,PASS,8381,8946,22ba4f1405cda325
opengl,2,pipeline_texture_switch,pipeline_texture_switch.sampler_only_identity,PASS,18200,18481,0b8438c8404da325
opengl,2,pipeline_texture_switch,pipeline_texture_switch.shader_negative_control,PASS,15332,16038,f110c8bd6338c325
opengl,2,pipeline_texture_switch,pipeline_texture_switch.texture_switch,PASS,15513,16393,8ae05d31fb00c325
opengl,2,primitive_type,primitive_type.line_loop.fixed_function,PASS,808,1655,e029a36a3b91c6cc
opengl,2,primitive_type,primitive_type.line_loop.vertex_shader,PASS,722,1135,e029a36a3b91c6cc
opengl,2,primitive_type,primitive_type.line_strip.fixed_function,PASS,707,1002,05e55de77521d31a
opengl,2,primitive_type,primitive_type.line_strip.vertex_shader,PASS,719,998,05e55de77521d31a
opengl,2,primitive_type,primitive_type.lines.fixed_function,PASS,869,1178,e1c19d5c7e7898ab
opengl,2,primitive_type,primitive_type.lines.vertex_shader,PASS,880,1151,e1c19d5c7e7898ab
opengl,2,primitive_type,primitive_type.points.fixed_function,PASS,701,996,5b296619f665c070
opengl,2,primitive_type,primitive_type.points.vertex_shader,PASS,704,884,5b296619f665c070
opengl,2,primitive_type,primitive_type.polygon.fixed_function,PASS,688,993,2c4beaa06aba1000
opengl,2,primitive_type,primitive_type.polygon.vertex_shader,PASS,737,1145,2c4beaa06aba1000
opengl,2,primitive_type,primitive_type.quad_strip.fixed_function,PASS,937,1338,f64b4495347cec73
opengl,2,primitive_type,primitive_type.quad_strip.vertex_shader,PASS,971,1529,f64b4495347cec73
opengl,2,primitive_type,primitive_type.quads.fixed_function,PASS,1747,2338,114a1419338256e5
opengl,2,primitive_type,primitive_type.quads.vertex_shader,PASS,1762,2760,114a1419338256e5
opengl,2,primitive_type,primitive_type.triangle_fan.fixed_function,PASS,751,1203,36644f0fd11db166
opengl,2,primitive_type,primitive_type.triangle_fan.vertex_shader,PASS,733,1134,36644f0fd11db166
opengl,2,primitive_type,primitive_type.triangle_strip.fixed_function,PASS,683,713,d7b289579fdaa1ab
opengl,2,primitive_type,primitive_type.triangle_strip.vertex_shader,PASS,750,1124,d7b289579fdaa1ab
opengl,2,primitive_type,primitive_type.triangles.fixed_function,PASS,1292,1336,72f05baf369ceb60
opengl,2,primitive_type,primitive_type.triangles.vertex_shader,PASS,1372,1706,72f05baf369ceb60
opengl,2,report_query,report_query.clear_boundary,PASS,706,1318,b5eb7c4b9c8da325
opengl,2,report_query,report_query.dma_descriptor_rewrite,PASS,1635,1635,c0c0fdbececda325
opengl,2,report_query,report_query.dma_range_guard,PASS,1676,1676,3f648ce11a4da325
opengl,2,report_query,report_query.dma_target_switch,PASS,817,868,4c4bd8cd440da325
opengl,2,report_query,report_query.fifo_producer_ordering,PASS,812,824,0d907c24a88da325
opengl,2,report_query,report_query.multiple_boundaries,PASS,578,1120,0c966fc9ba4da325
opengl,2,report_query,report_query.single_boundary,PASS,657,947,60e674c9fecda325
opengl,2,report_query,report_query.zero_query,PASS,163,542,23875dfeb40da325
opengl,2,surface,surface.basic,PASS,12181,15058,0f44c0df337b52bc
opengl,2,surface,surface.cpu_read_after_gpu_write,PASS,507,585,76ea18af98322325
opengl,2,surface,surface.cpu_read_clean_surface,PASS,140,394,d3267b427820a325
opengl,2,surface,surface.framebuffer_working_set_002,PASS,1275,1617,9f3b0609a42777d5
opengl,2,surface,surface.framebuffer_working_set_008,PASS,1324,1879,64cbf95dec8f59e5
opengl,2,surface,surface.framebuffer_working_set_032,PASS,1319,1633,a6116feb11a28c25
opengl,2,surface,surface.framebuffer_working_set_064,PASS,1303,1605,a6116feb11a28c25
opengl,2,surface,surface.full_clear_elision_guard,PASS,1384,2152,4f05ccd43f43d495
opengl,2,surface,surface.overlapping_surface_churn_representative,PASS,2011,2853,caf66d4bf5691525
opengl,2,surface,surface.overlapping_surface_churn_stress,PASS,27112,31417,caf66d4bf5691525
opengl,2,surface,surface.partial_channel_clear_guard,PASS,1318,2080,eb2cb498aa73af25
opengl,2,surface,surface.surface_download_path,PASS,12853,13734,2b0e8aac0f8838e8
opengl,2,surface,surface.surface_list_lookup_002,PASS,1340,1707,dce4c9394e7a3f35
opengl,2,surface,surface.surface_list_lookup_008,PASS,1276,1725,bf1fe5b8fe78a94d
opengl,2,surface,surface.surface_list_lookup_032,PASS,1278,1651,c6275b91195a5325
opengl,2,surface,surface.surface_list_lookup_128,PASS,1144,1528,c6275b91195a5325
opengl,2,surface,surface.vulkan_memory_pressure.representative.alias_resize,PASS,15302,18689,0c26236493b4d325
opengl,2,surface,surface.vulkan_memory_pressure.representative.growth,PASS,13467,16880,c1b304b452852b25
opengl,2,surface,surface.vulkan_memory_pressure.representative.idle_retention,PASS,743,834,3a8651789ea0fa25
opengl,2,surface,surface.vulkan_memory_pressure.representative.plateau,PASS,12803,13640,730005d86af45b25
opengl,2,surface,surface.vulkan_memory_pressure.representative.reuse,PASS,13784,17283,3ba0d18066aacb25
opengl,2,surface,surface.vulkan_memory_pressure.stress.alias_resize,PASS,59729,74053,84a8d75f1f9d1b25
opengl,2,surface,surface.vulkan_memory_pressure.stress.growth,PASS,55124,65684,94cdb4bddb0e4b25
opengl,2,surface,surface.vulkan_memory_pressure.stress.idle_retention,PASS,825,878,430711a262877725
opengl,2,surface,surface.vulkan_memory_pressure.stress.plateau,PASS,51904,53140,196f33989be28325
opengl,2,surface,surface.vulkan_memory_pressure.stress.reuse,PASS,56418,71163,fb2a6abd1cbfc725
opengl,2,texture_cubemap_fallback,texture_cubemap_fallback.bordered_mip_dxt1,PASS,16764,18744,6a84a3194415b625
opengl,2,texture_cubemap_fallback,texture_cubemap_fallback.bordered_mip_dxt3,PASS,16793,17694,6a84a3194415b625
opengl,2,texture_cubemap_fallback,texture_cubemap_fallback.bordered_mip_dxt5,PASS,16726,20733,6a84a3194415b625
opengl,2,tiny_draw,tiny_draw.arrays.fixed_function,PASS,18129,18993,acf025546cf667b5
opengl,2,tiny_draw,tiny_draw.arrays.vertex_shader,PASS,18663,18969,acf025546cf667b5
opengl,2,tiny_draw,tiny_draw.inline_arrays.fixed_function,PASS,66726,73728,acf025546cf667b5
opengl,2,tiny_draw,tiny_draw.inline_arrays.vertex_shader,PASS,64490,69743,acf025546cf667b5
opengl,2,tiny_draw,tiny_draw.inline_buffers.fixed_function,PASS,67778,70997,acf025546cf667b5
opengl,2,tiny_draw,tiny_draw.inline_buffers.vertex_shader,PASS,63652,68120,acf025546cf667b5
opengl,2,tiny_draw,tiny_draw.inline_elements.fixed_function,PASS,18148,18527,acf025546cf667b5
opengl,2,tiny_draw,tiny_draw.inline_elements.vertex_shader,PASS,18687,19083,acf025546cf667b5
opengl,2,uniform_thrash,uniform_thrash.uniform_thrash,PASS,1843,2880,09eb5907ef624c25
opengl,2,vertex_buffer_allocation,vertex_buffer_allocation.disjoint_same_page,PASS,20200,20968,fdcd25a37910bb25
opengl,2,vertex_buffer_allocation,vertex_buffer_allocation.mixed.arrays,PASS,22244,24675,377e6c029807f325
opengl,2,vertex_buffer_allocation,vertex_buffer_allocation.mixed.inline_arrays,PASS,90429,98280,377e6c029807f325
opengl,2,vertex_buffer_allocation,vertex_buffer_allocation.mixed.inline_buffers,PASS,453044,462577,377e6c029807f325
opengl,2,vertex_buffer_allocation,vertex_buffer_allocation.mixed.inline_elements,PASS,27416,28267,377e6c029807f325
opengl,2,vertex_buffer_allocation,vertex_buffer_allocation.tiny.arrays,PASS,28413,29456,377e6c029807f325
opengl,2,vertex_buffer_allocation,vertex_buffer_allocation.tiny.inline_arrays,PASS,70846,75505,377e6c029807f325
opengl,2,vertex_buffer_allocation,vertex_buffer_allocation.tiny.inline_buffers,PASS,92909,96486,377e6c029807f325
opengl,2,vertex_buffer_allocation,vertex_buffer_allocation.tiny.inline_elements,PASS,28256,30369,377e6c029807f325
