"branch_id","backend","variant","status","captured_runs","process_samples","cpu_host_percent_mean","cpu_host_percent_peak","working_set_bytes_mean","working_set_bytes_peak","private_bytes_mean","private_bytes_peak","process_gpu_percent_mean","process_gpu_percent_peak","process_vram_bytes_mean","process_vram_bytes_peak","process_shared_gpu_bytes_mean","process_shared_gpu_bytes_peak","device_gpu_percent_mean","device_gpu_percent_peak","device_vram_mib_mean","device_vram_mib_peak"
"pr24-frozen-s-vulkan-1945","vulkan","release","CAPTURED","2","88","17.63020639061192","22.00053857611368","970687906.909091","1085403136","3025643985.4545455","3323604992","72.58816914505502","88.78041953527044","548879732.3636364","691150848","547896506.1818182","570650624","32","40","878.75","1016"
