"branch_id","backend","variant","status","captured_runs","process_samples","cpu_host_percent_mean","cpu_host_percent_peak","working_set_bytes_mean","working_set_bytes_peak","private_bytes_mean","private_bytes_peak","process_gpu_percent_mean","process_gpu_percent_peak","process_vram_bytes_mean","process_vram_bytes_peak","process_shared_gpu_bytes_mean","process_shared_gpu_bytes_peak","device_gpu_percent_mean","device_gpu_percent_peak","device_vram_mib_mean","device_vram_mib_peak"
"pr24-wait-only-opengl-1945","opengl","release","CAPTURED","2","109","10.955042390175286","15.164100424646191","600492224.3878788","617308160","2287487953.109764","2379464704","80.98368362810878","85.98909637801697","163132021.50531733","222085120","43469635.359176666","43646976","43.81613756613757","57","537.1653439153439","594"
