"branch_id","backend","variant","status","captured_runs","process_samples","cpu_host_percent_mean","cpu_host_percent_peak","working_set_bytes_mean","working_set_bytes_peak","private_bytes_mean","private_bytes_peak","process_gpu_percent_mean","process_gpu_percent_peak","process_vram_bytes_mean","process_vram_bytes_peak","process_shared_gpu_bytes_mean","process_shared_gpu_bytes_peak","device_gpu_percent_mean","device_gpu_percent_peak","device_vram_mib_mean","device_vram_mib_peak"
"pr24-frozen-s-opengl-8eeb","opengl","release","CAPTURED","2","112","16.405705362439647","20.652995825924176","594317486.4229665","615383040","2266318140.509091","2379563008","81.43407489626028","85.33754942824673","162984032.16931218","220778496","43588721.777777776","43646976","44.91871921182266","71","531.2155172413793","592"
