"branch_id","backend","variant","status","captured_runs","process_samples","cpu_host_percent_mean","cpu_host_percent_peak","working_set_bytes_mean","working_set_bytes_peak","private_bytes_mean","private_bytes_peak","process_gpu_percent_mean","process_gpu_percent_peak","process_vram_bytes_mean","process_vram_bytes_peak","process_shared_gpu_bytes_mean","process_shared_gpu_bytes_peak","device_gpu_percent_mean","device_gpu_percent_peak","device_vram_mib_mean","device_vram_mib_peak"
"pr24-on-opengl-0edb","opengl","release","CAPTURED","2","109","10.97024424642246","15.212643563493653","592643371.9595959","616108032","2265098316.5414143","2377723904","80.5332124779114","85.42121357868075","162496929.1851852","222093312","43646976","43646976","43.54960317460318","69","532.0767195767196","592"
