"branch_id","backend","variant","status","captured_runs","process_samples","cpu_host_percent_mean","cpu_host_percent_peak","working_set_bytes_mean","working_set_bytes_peak","private_bytes_mean","private_bytes_peak","process_gpu_percent_mean","process_gpu_percent_peak","process_vram_bytes_mean","process_vram_bytes_peak","process_shared_gpu_bytes_mean","process_shared_gpu_bytes_peak","device_gpu_percent_mean","device_gpu_percent_peak","device_vram_mib_mean","device_vram_mib_peak"
"pr24-off-opengl-0edb","opengl","release","CAPTURED","2","110","16.486441352494744","21.06864063260697","572068510.2545455","612483072","2286809497.6000004","2377367552","81.18709792957108","85.03178126079374","161905664.6895623","222085120","43646976","43646976","45.10714285714286","70","533.9464285714286","595"
